v	mu	x	xc	px	px_acc
1.53306	-0.549951	13	62	0.0208461	0.0208461
3.63522	-3.9828	298	138	9.97649E-05	9.97649E-05
0.254443	-4.19443	10	22	2.11992E-07	2.11992E-07
0.382647	3.37385	4	2	0.0238552	0.0238552
0.00405799	-2.4506	233	16	3.40154E-196	3.40154E-196
2.08043	-4.42254	2964	270	1.59362E-08	1.59362E-08
0.155545	-0.632387	42	141	0.0113541	0.0113541
0.83519	2.44802	480	182	0.000903378	0.000903378
1.72063	-3.23073	72	130	0.000887042	0.000887042
1.72535	-1.44262	9	17	0.0418468	0.0418468
1.11145	-3.64062	72	129	0.000132271	0.000132271
0.630279	3.50294	319	19	0.0195674	0.0195674
1.60207	0.139987	178	36	0.00538472	0.00538472
2.87122	-1.53048	1	43	0.0835261	0.0834876
2.9862	-1.35297	624	21	0.000266633	0.000266633
0.131076	2.29854	9	9	0.000135467	0.000135467
0.0867519	-2.24659	542	5984	0.00234994	0.00234994
0.586052	-2.16789	152	32	2.56172E-07	2.56172E-07
3.00556	-0.901342	21	101	0.0121347	0.0121347
1.3844	2.36644	12	9	0.0160834	0.0160834
3.53275	-0.148916	134	213	0.00254002	0.00254002
2.69629	1.90286	5	21	0.00798607	0.00798607
0.61753	1.6846	165	186	0.000431966	0.000431966
1.48662	-1.45864	3250	65	3.36039E-07	3.36484E-07
0.0347858	2.29095	4404	1189	3.32537E-09	3.32537E-09
0.336335	-2.67548	5	9	0.00745847	0.00745847
0.494286	-3.8598	199	2182	0.000363791	0.000363791
0.236407	-2.14317	139	12	4.53443E-17	4.53443E-17
0.616474	-1.98472	202	2616	0.00206105	0.00206105
2.30473	0.347022	274	14	0.0043887	0.0043887
0.0119235	1.43092	337	25	1.89051E-08	1.89051E-08
0.680022	-1.61381	27	506	0.00532501	0.00532501
1.62029	0.658029	1003	155	0.00148328	0.00148328
0.461054	-0.750352	51	19	0.0022024	0.0022024
0.25069	3.55836	141	149	2.04157E-13	2.04157E-13
0.0293838	2.91096	3	17	4.68482E-18	4.68482E-18
3.69205	-4.2007	3518	771	3.91967E-06	3.91967E-06
0.132487	-0.577698	302	627	0.00484559	0.00484559
0.763512	2.46672	435	437	3.91878E-05	3.91878E-05
2.08661	1.32957	60	6	0.0381133	0.0381133
0.125382	-3.34633	10	545	0.0296346	0.0296346
0.31123	-1.00386	40	4	2.34888E-06	2.34888E-06
0.0280831	-2.43171	635	82	9.3115E-116	9.3115E-116
0.0230262	3.78931	51	37	9.79776E-32	9.79776E-32
1.74671	2.71658	31	60	0.0005999	0.0005999
1.17999	-3.9697	226	16	4.57135E-10	4.57135E-10
2.91037	4.5695	2149	232	0.000435712	0.000435712
0.0403935	3.21052	311	22	0.0127931	0.0127931
1.64494	3.48868	335	263	8.67364E-05	8.67364E-05
0.0282065	3.34483	188	4	0.109278	0.109278
1.4193	1.79993	32	5	0.0710392	0.0710392
0.698559	-3.36835	1087	55	5.00631E-15	5.00631E-15
0.811934	-0.637944	22	40	0.029884	0.029884
0.360393	-0.457786	2068	55	2.88629E-12	2.8863E-12
2.7945	0.603789	1572	561	0.000558443	0.000558443
2.25422	0.406617	7	68	0.00851416	0.00851416
0.0286341	-3.30682	47	257	1.74901E-11	1.74901E-11
1.32979	-3.35007	264	117	6.60406E-06	6.60406E-06
0.301857	-1.66975	45	47	0.000646548	0.000646548
3.27097	-3.77559	771	1043	7.87817E-05	7.87817E-05
1.35187	-1.22429	9	139	0.0169637	0.0169637
2.7979	-0.259016	452	2944	0.000381728	0.000381728
1.76348	-2.20949	124	6	3.30038E-05	3.30038E-05
0.442308	4.03699	957	908	2.25119E-11	2.25119E-11
2.58119	4.33727	97	87	0.000174021	0.000174021
0.000929154	4.51579	40	17	3.43295E-20	3.43295E-20
1.31359	4.28739	446	15	0.0178425	0.0178425
0.989663	1.47175	53	536	6.62292E-06	6.62292E-06
1.86359	-2.98744	267	1005	0.000661457	0.000661457
2.16929	-3.07841	697	873	0.000107218	0.000107218
1.18436	3.18924	68	8	0.0332336	0.0332336
0.183043	2.23202	110	1387	1.77633E-28	1.77633E-28
2.9928	-1.83522	5	97	0.0370685	0.0370685
1.91924	-1.0429	123	390	0.00306073	0.00306073
2.45469	4.2943	169	154	8.81509E-05	8.81509E-05
0.788239	-0.191392	48	808	0.000131788	0.000131788
2.63283	2.99131	19	19	0.00495834	0.00495834
1.77473	1.52243	346	39	0.00747891	0.00747891
0.294023	-4.57643	436	156	1.74418E-25	1.74418E-25
2.05252	2.45746	277	1239	2.73244E-05	2.73244E-05
0.547319	-4.22558	500	109	8.03408E-16	8.03408E-16
0.0193353	4.34062	6	11	5.61454E-17	5.5668E-17
2.36624	3.92712	103	2	0.11672	0.116666
0.0563301	-2.61007	723	834	1.5686E-25	1.5686E-25
1.27912	1.3462	92	21	0.0200003	0.0200003
0.036491	-2.17517	7	55	0.139191	0.139191
1.89103	0.626952	1823	158	0.000830943	0.000830943
1.71269	-3.83416	183	1223	0.000645268	0.000645268
1.24174	4.28743	22	9	0.000967179	0.000967179
3.14302	4.09197	851	45	0.0042696	0.0042696
1.54824	-3.30586	160	2156	0.00183304	0.00183304
0.482695	2.14706	72	54	0.000634941	0.000634941
0.189238	-2.0544	265	110	6.06277E-12	6.06277E-12
2.99456	-0.533103	987	999	0.000443633	0.000443633
1.38995	-2.08723	253	32	2.64458E-05	2.64458E-05
1.63844	-2.69947	1	16	0.236929	0.236941
0.177899	4.39999	99	642	5.3375E-48	5.3375E-48
0.90017	3.0939	324	122	0.000405698	0.000405698
1.95624	-4.45369	1780	49	4.4208E-10	4.4208E-10
0.274791	-1.44437	85	40	1.06148E-05	1.06148E-05
0.549876	-4.16629	34	44	8.75083E-08	8.75083E-08
0.0512953	2.88671	194	10	0.102259	0.102259
0.209819	-1.94014	792	78	2.38782E-20	2.38782E-20
1.8848	3.12805	102	41	0.00276087	0.00276087
0.0352694	-1.61888	486	85	7.55089E-55	7.55089E-55
2.54067	-2.74093	264	288	0.000455583	0.000455583
0.760478	3.72937	9	76	9.88739E-11	9.88739E-11
0.323209	-3.87775	253	1867	1.44549E-05	1.44549E-05
0.21671	-0.366335	929	68	5.66894E-11	5.66894E-11
2.70195	-4.18507	20	5	0.000261568	0.000261568
0.0149527	-3.00216	82	5	9.86365E-84	9.86365E-84
0.20753	1.22837	43	180	6.19752E-09	6.19752E-09
3.39786	-0.109083	321	273	0.00144976	0.00144976
0.000248255	-1.48086	18	41	0.00963559	0.00963559
2.9997	0.844257	525	142	0.00198489	0.00198489
0.353014	1.0849	5339	2082	0.000435073	0.000435073
0.0714739	0.0482239	20	2	0.000514882	0.000514882
0.596543	-3.12544	239	57	5.19917E-10	5.19917E-10
0.101443	-2.91096	1454	112	6.56221E-62	6.56221E-62
1.48336	-0.475475	74	21	0.00726767	0.00726767
1.48141	1.25328	1534	1235	0.00033335	0.00033335
0.00177866	0.722145	16	9	0.153975	0.153975
0.828433	-1.38898	453	1070	0.00116186	0.00116186
1.89186	3.96165	69	62	0.000185198	0.000185198
0.151875	3.34328	154	5	0.132597	0.132597
2.05037	1.73612	534	1406	0.000121104	0.000121104
1.40335	-1.10983	127	442	0.00337777	0.00337777
2.72281	-4.02186	826	465	1.68442E-05	1.68442E-05
0.841428	0.79354	11	19	0.0226576	0.0226576
0.418072	3.46953	109	530	7.80404E-16	7.80404E-16
0.993628	-4.25213	7	55	0.00858263	0.00858263
2.98964	-0.117065	28	43	0.0132502	0.0132502
2.80011	-3.75053	609	120	1.38138E-05	1.38138E-05
3.39314	-1.28831	235	77	0.00159135	0.00159135
0.0659392	-4.38868	247	357	8.7948E-51	8.7948E-51
1.23169	0.230248	142	38	0.00735015	0.00735015
0.060704	4.22299	821	774	1.11463E-62	1.11463E-62
0.421247	3.01471	12	13	2.44264E-05	2.44264E-05
1.34064	3.79038	176	493	4.76532E-07	4.76532E-07
0.196429	1.55958	5	14	6.02734E-05	6.02734E-05
0.564849	-1.32622	6	16	0.0959464	0.0959464
1.83895	3.53311	3	54	4.05694E-06	4.05694E-06
2.78539	-0.71367	339	5465	0.000347689	0.000347685
0.0334026	-0.432989	21	186	8.21408E-11	8.21408E-11
0.00715222	3.88954	9	45	1.61329E-64	1.60302E-64
0.667293	1.54759	39	6	0.0756157	0.0756157
0.0126633	1.26409	362	39	1.6286E-07	1.6286E-07
0.00103316	1.27582	4901	330	8.57913E-130	8.57918E-130
0.783904	1.10976	116	49	0.0123872	0.0123872
1.43444	0.384772	38	32	0.0185192	0.0185192
0.377831	2.04125	3	16	4.86798E-06	4.86798E-06
0.376522	0.535201	45	236	4.0446E-05	4.0446E-05
1.92507	-0.859971	765	117	0.000405384	0.000405384
1.39833	-2.11809	3285	157	1.71053E-07	1.71053E-07
0.0896469	2.40717	320	459	2.01113E-20	2.01113E-20
3.76496	2.16968	459	152	0.00154872	0.00154872
0.0630215	0.25027	489	107	2.96014E-07	2.96014E-07
0.175905	1.37521	2	3	0.0656465	0.0656465
0.963879	2.77331	2	25	3.09108E-06	3.09108E-06
3.1228	3.65839	18	27	0.00156284	0.00156284
1.45379	-1.70153	10	133	0.0259967	0.0259967
0.107097	1.69115	76	2	0.00239478	0.00239478
0.0604574	-0.22165	259	54	7.02237E-11	7.02237E-11
2.31232	-1.35422	216	153	0.00156901	0.00156901
3.63514	0.290766	490	23	0.00329089	0.00329089
0.263744	-0.833903	18	26	0.0466267	0.0466267
0.00786004	0.474136	1379	329	4.14526E-20	4.14526E-20
1.58985	2.85891	517	659	5.3278E-05	5.3278E-05
1.14747	-3.5249	1	1	0.0821537	0.0821614
2.76673	2.22643	151	196	0.000921115	0.000921115
0.466996	3.26839	4241	90	0.00451418	0.00455038
0.00725032	-0.348196	746	172	6.27103E-56	6.27103E-56
0.588586	4.04912	179	934	4.66098E-15	4.66098E-15
3.62631	-0.798962	4	4	0.090304	0.090304
2.86684	-2.7562	2264	95	5.70264E-06	5.70264E-06
0.774152	-0.304603	63	73	0.0129593	0.0129593
3.642	3.37342	911	59	0.00356553	0.00356553
0.421125	-1.82221	3715	115	3.44685E-17	3.44732E-17
0.00116486	-1.4016	14	37	0.0520474	0.0520474
0.439204	-1.00475	52	84	0.0135599	0.0135599
1.84142	-2.5609	350	43	2.23104E-05	2.23104E-05
0.0171062	3.33977	24	157	1.62226E-131	1.62226E-131
0.173753	-0.113142	52	3451	1.74578E-21	1.75292E-21
2.27126	-2.09246	48	421	0.00610186	0.00610186
0.186284	2.74039	267	378	1.02745E-13	1.02745E-13
1.07125	-2.86349	24	54	0.00358796	0.00358796
0.210005	3.20087	27	282	8.6097E-30	8.6097E-30
3.61197	1.89252	348	5	0.0189065	0.0189045
2.73537	-2.74227	96	389	0.00225532	0.00225532
0.0205413	4.5349	428	364	9.87838E-163	9.87838E-163
1.22149	4.31464	7	21	1.56498E-06	1.56498E-06
0.0570798	-3.15745	27	48	3.52494E-13	3.52494E-13
3.28905	3.93097	493	146	0.000639645	0.000639645
1.82125	4.18306	2	3	0.00397612	0.00397612
0.413673	-1.03198	18	64	0.0381085	0.0381085
3.12636	-0.398642	1	14	0.0903604	0.0903596
1.35318	-2.16115	3	46	0.0929907	0.0929906
1.64436	4.10494	855	16	0.0193714	0.0193715
0.0260493	-3.09728	6	3	7.15636E-07	7.15636E-07
2.54505	-1.98702	1810	86	2.11984E-05	2.11984E-05
0.000246366	1.41948	11	76	2.57938E-42	2.57938E-42
0.291283	0.129353	36	724	3.79117E-09	3.79117E-09
0.437234	-1.89352	69	81	0.000621051	0.000621051
0.506536	-0.687194	43	49	0.0177427	0.0177427
1.65127E-06	0.607993	7	18	0.000162075	0.000162075
2.05295	-0.898445	277	112	0.00157949	0.00157949
0.276329	-4.58372	43	132	9.39229E-11	9.39229E-11
1.3428	-2.51794	10	32	0.0238513	0.0238513
3.11283	-1.89891	4652	4207	5.38551E-05	5.38551E-05
1.62969	2.6424	157	41	0.0057662	0.0057662
0.575733	-1.97223	21	196	0.0248966	0.0248966
0.152086	1.05994	26	45	0.000110502	0.000110502
0.0293393	-2.32476	96	3	1.81597E-61	1.81597E-61
0.00921626	3.85635	723	902	3.70173E-311	3.70173E-311
2.32691	-2.59298	7	3	0.0124473	0.0124473
1.143	-3.79042	3553	2253	1.02173E-07	1.02173E-07
2.02311	2.28447	219	113	0.00196801	0.00196801
0.830349	-4.05313	929	820	2.81405E-08	2.81405E-08
1.77425	-2.00299	669	826	0.000327995	0.000327995
3.77286	-4.27832	170	24	5.80629E-05	5.80629E-05
0.512066	-0.797936	30	31	0.020755	0.020755
3.67468	-0.109837	5	2	0.113113	0.113113
3.36943	-4.08366	21	424	0.0091591	0.0091591
0.398743	-1.8565	13	28	0.0206068	0.0206068
3.21874	1.27593	6	90	0.00339928	0.00339928
0.315379	-1.36388	422	180	2.76726E-06	2.76726E-06
1.70331	-0.143137	29	80	0.0113408	0.0113408
0.690363	2.14875	4	31	5.65539E-06	5.65539E-06
0.00251588	3.83335	53	537	0	0
0.191272	4.40265	14	65	1.05516E-31	1.05516E-31
0.444831	-4.58534	320	65	1.18789E-20	1.18789E-20
1.51279	4.59004	313	86	0.000137285	0.000137285
0.560622	-4.10991	2686	992	6.1846E-14	6.1846E-14
0.17721	-2.78756	466	1967	1.61473E-05	1.61473E-05
1.91676	-2.17478	74	2	6.2434E-05	6.2434E-05
2.85243	-3.14226	90	3183	0.00260877	0.00260825
1.03142	3.05238	12	2	0.123562	0.123563
3.23587	-0.966544	1184	192	0.000404463	0.000404463
1.14574	1.0374	12	234	4.04726E-05	4.04726E-05
0.0884196	-4.20184	11	113	4.39809E-05	4.39809E-05
0.882415	-4.13336	77	239	4.92134E-05	4.92134E-05
0.0212083	3.7573	11	28	2.80714E-34	2.80714E-34
0.00324517	0.00135237	7	42	2.35906E-07	2.35906E-07
1.50898	-0.272702	2	9	0.105322	0.105322
0.129769	-1.39829	134	393	0.00740322	0.00740322
3.39704	-2.12093	23	7	0.00813987	0.00813987
3.52946	0.758783	16	280	0.00217957	0.00217957
1.03749	-4.39467	1187	218	3.99097E-11	3.99097E-11
0.294559	-2.75549	681	147	3.68025E-16	3.68025E-16
0.673422	2.9719	4	62	4.41949E-10	4.41949E-10
1.22417	1.78134	606	219	0.00176574	0.00176574
2.52036	3.40147	993	928	5.78476E-05	5.78476E-05
0.58437	0.858087	8	10	0.0478618	0.0478618
2.32897	3.09301	2897	2417	3.21496E-05	3.21496E-05
0.156489	4.06716	6	6	2.29305E-07	2.29305E-07
0.851035	1.61404	29	59	0.00105917	0.00105917
0.981383	-4.47555	335	26	4.37099E-13	4.37099E-13
0.0515774	-2.82389	4	23	0.0512274	0.0512274
0.834482	-4.49547	155	195	1.07666E-07	1.07666E-07
0.401426	-4.52719	39	115	2.85154E-08	2.85154E-08
3.0902	-3.73277	128	76	0.000257862	0.000257862
0.55146	2.58658	40	275	3.13869E-10	3.13869E-10
3.80128	2.67739	8	3	0.0654628	0.0654628
0.52513	3.9076	151	7	0.0462752	0.0462752
2.6316	-2.22301	22	100	0.0123456	0.0123456
0.643689	-1.44917	21	508	0.00254754	0.00254754
2.14596	-3.15949	4	10	0.0346274	0.0346274
0.894344	-1.80393	3933	1544	5.75742E-06	5.75742E-06
0.401876	4.09667	33	74	4.13709E-14	4.13709E-14
3.32703	-1.18093	66	51	0.00555349	0.00555349
0.875587	4.51989	24	903	2.59913E-18	2.59913E-18
2.56153	0.687488	97	1625	0.000247543	0.000247543
1.30826	2.77162	83	2	0.104029	0.104042
0.90721	-0.555135	159	591	0.0024275	0.0024275
0.0672859	1.0174	90	273	1.55437E-14	1.55437E-14
2.89612	4.27745	86	2778	8.98274E-08	8.98287E-08
1.34406	-1.84355	13	23	0.0231459	0.0231459
2.12887	-4.10149	18	254	0.0100619	0.0100619
0.157336	1.15856	169	107	0.00354883	0.00354883
0.739832	-1.00244	274	168	0.00100061	0.00100061
0.410356	-1.49215	169	309	0.00220565	0.00220565
1.78285	1.82242	12	8	0.0360725	0.0360725
1.95412	-2.08214	29	224	0.0110027	0.0110027
2.12101	-2.60239	690	4793	0.00040925	0.00040925
2.24721	1.04464	88	181	0.00224399	0.00224399
0.0029627	4.26633	181	454	0	0
0.130819	-3.78747	1	41	0.350626	0.350619
3.1368	-2.21331	811	65	0.000105236	0.000105236
0.118316	1.77539	698	109	0.0114575	0.0114575
0.248368	4.32384	262	84	6.00347E-11	6.00347E-11
1.25396	-4.01367	1832	235	7.55103E-10	7.55103E-10
0.261137	-2.53815	3	6	0.0342787	0.0342787
0.00936668	0.0499944	77	355	4.03185E-26	4.03185E-26
0.859575	0.416636	1795	720	0.000724581	0.000724581
0.0667354	1.22161	319	203	0.000226884	0.000226884
0.98306	-0.610793	3309	1340	0.000131372	0.000131372
2.84073	2.38265	4	68	0.000612039	0.000612039
0.0927781	3.08133	3	3	0.00204322	0.00204322
0.313017	-2.57808	36	143	0.00309837	0.00309837
1.553	-4.01987	9	43	0.00741051	0.00741051
0.299225	2.28835	95	21	0.017244	0.017244
1.09008	2.37531	4	21	0.00019778	0.00019778
1.29653	-0.860041	80	53	0.00588868	0.00588868
0.857599	3.38657	12	1	0.257485	0.257519
0.545822	-2.91549	5	51	0.0829946	0.0829946
0.0963855	4.15713	25	21	1.65948E-18	1.65948E-18
3.81565	3.94675	11	20	0.00203329	0.00203329
0.17228	-2.95797	59	8	9.99595E-22	9.99595E-22
0.000414802	0.318868	1057	688	0.00150375	0.00150375
3.78473	-2.44427	303	121	0.000533092	0.000533092
3.69781	2.55873	1350	1079	0.000165578	0.000165578
0.0583347	0.742057	1739	146	1.07279E-12	1.07279E-12
2.34671	-1.97943	13	7	0.01425	0.01425
0.000496308	0.306031	143	58	2.32558E-05	2.32558E-05
3.83244	0.556933	357	960	0.000572974	0.000572974
0.0718068	3.65482	148	1340	8.25514E-98	8.25514E-98
1.16686	-4.37602	452	218	3.75166E-08	3.75166E-08
0.452615	-1.29659	169	422	0.0041644	0.0041644
3.98942	-2.98119	12	4	0.00866281	0.00866281
1.93662	3.03108	3	24	0.000238843	0.000238843
0.986105	2.19535	6	3	0.0822942	0.0822942
3.98909	1.6162	13	3	0.0775113	0.0775114
2.2797	-1.09755	22	686	0.00369167	0.00369167
1.50092	2.09096	155	1610	3.38582E-06	3.38582E-06
0.342094	-1.78236	30	36	0.00163665	0.00163665
1.84222	3.7566	131	332	8.27147E-06	8.27147E-06
3.48951	3.76595	35	85	0.000394408	0.000394408
0.000151324	3.10742	176	20	0.000203658	0.000203658
1.58633	1.28197	10	121	0.000445281	0.000445281
1.56969	4.33235	27	24	0.000113113	0.000113113
3.57744	-2.42489	829	310	0.000184378	0.000184378
0.372339	0.829786	7	7	0.0831033	0.0831033
0.0771865	-3.68452	106	310	8.89122E-19	8.89122E-19
3.44598	-4.1815	9	18	0.00669087	0.00669087
0.0636661	-4.01788	120	111	4.48763E-47	4.48763E-47
2.35812	2.47508	214	215	0.000659724	0.000659724
2.75872	-2.79478	7	14	0.0242017	0.0242017
1.27858	-0.598569	404	278	0.00147868	0.00147868
1.69377	-0.786859	277	64	0.00132383	0.00132383
0.0555424	0.742063	289	13	9.71151E-13	9.71151E-13
1.70091	-0.998123	22	36	0.0204517	0.0204517
2.89397	-0.870247	3	12	0.0853873	0.0853873
0.18225	1.73966	190	260	1.35348E-07	1.35348E-07
1.47802	1.01194	691	74	0.0029475	0.0029475
0.0414344	-0.471723	36	27	0.00511281	0.00511281
2.08516	-3.31139	37	106	0.00302896	0.00302896
0.0207715	-0.168956	11	13	0.15258	0.15258
1.23318	1.19338	907	700	0.00063814	0.00063814
1.80181	-0.405131	245	48	0.00234496	0.00234496
2.86246	0.867357	3	51	0.00782569	0.00782569
0.167915	2.94436	32	841	8.84056E-46	8.84056E-46
1.35444	2.62956	518	28	0.0123084	0.0123084
0.409389	-4.5364	96	100	7.73522E-13	7.73522E-13
0.0314462	1.09834	532	25	2.36161E-15	2.36161E-15
0.00702391	-2.59582	25	107	6.43075E-06	6.43075E-06
0.273874	-0.292763	105	1445	5.23303E-07	5.23303E-07
0.115864	1.60718	57	565	2.32341E-27	2.32341E-27
0.00186044	1.02254	2	2	0.227134	0.227134
0.972738	-2.02997	641	76	8.9259E-07	8.9259E-07
2.12502	-1.19302	63	84	0.00624854	0.00624854
0.958806	-4.59838	8	6	7.84244E-06	7.84244E-06
0.897562	-2.34019	286	59	1.9257E-06	1.9257E-06
1.23266	2.86606	74	10	0.030305	0.030305
3.73238	-3.04566	315	22	0.000130161	0.000130161
0.0424686	4.13002	2623	434	4.45487E-29	4.45487E-29
0.996348	-0.0404949	585	1227	0.000788111	0.000788111
2.48627	1.8206	111	7	0.0307321	0.0307321
2.15614	0.621654	2	97	0.00177941	0.00177942
1.04217	-1.56576	8	7	0.0308829	0.0308829
0.0161556	2.00144	5	80	5.53314E-53	5.53314E-53
0.805566	1.1784	12	6	0.0875726	0.0875726
0.108992	1.21856	1106	236	0.00379259	0.00379259
0.738545	3.74284	186	6	0.0692138	0.0692139
0.00584137	-0.677892	477	13	2.36943E-130	2.36943E-130
0.0144842	3.08309	3	12	4.97825E-14	4.97825E-14
2.94791	-4.13014	20	22	0.0015119	0.0015119
0.275001	3.63361	2476	108	0.00468195	0.00468194
3.28051	1.4325	100	2	0.0396758	0.0396855
2.88416	-2.58497	11	9	0.0129612	0.0129612
0.420758	4.3572	55	62	5.53524E-12	5.53524E-12
3.4921	3.83178	142	4318	8.49242E-07	8.49361E-07
0.700375	-0.0473907	106	449	0.00139271	0.00139271
2.03636	-1.44514	76	28	0.00318341	0.00318341
3.45109	2.06075	3	76	0.00141634	0.00141634
0.362109	-3.49521	633	327	1.80098E-13	1.80098E-13
1.23703	-0.604689	717	86	0.0002355	0.0002355
0.495673	-1.09206	14	308	0.00104205	0.00104205
1.46347	-0.651443	5	7	0.0986717	0.0986717
1.65522	-0.905817	40	11	0.00855131	0.00855131
0.514764	4.17957	141	1021	7.44559E-19	7.44559E-19
0.529077	-2.50619	79	14	1.30824E-08	1.30824E-08
1.63965	4.25441	1134	22	0.0138818	0.0138816
1.26942	-4.39873	3	97	0.0880682	0.0880983
2.85665	0.65597	17	41	0.0128433	0.0128433
0.512734	-4.42747	25	127	2.60841E-05	2.60841E-05
0.554697	0.175712	2302	163	1.49268E-05	1.49268E-05
0.185459	2.53828	375	5	0.000993576	0.000993576
1.34529	-2.19778	131	85	0.000523105	0.000523105
1.04143E-06	3.62428	339	10	0.121007	0.121007
0.035632	1.52576	7	20	7.84543E-09	7.84543E-09
3.77465	1.10649	1454	33	0.00244267	0.00244266
0.667748	-2.86647	509	2434	0.000327521	0.000327521
3.05078	-4.5747	17	11	0.000647703	0.000647703
0.860151	2.83595	341	1557	2.6069E-08	2.6069E-08
1.04441	-2.04547	2058	1634	3.59493E-05	3.59493E-05
0.358567	-3.25912	43	15	3.11754E-11	3.11754E-11
0.460937	0.687	51	500	1.25169E-06	1.25169E-06
1.47885	3.25014	2825	71	0.00441785	0.00441735
0.524241	-2.42899	12	21	0.00483077	0.00483077
0.137658	-3.54041	12	167	0.0144734	0.0144734
3.89747	-0.0155568	858	1160	0.000405342	0.000405342
0.0527615	-1.38937	4	10	0.167407	0.167407
3.55222	-2.00464	446	29	0.000331978	0.000331978
0.765352	-2.95413	179	56	2.2019E-07	2.2019E-07
9.6444E-06	4.31141	298	2597	0	0
1.48335	0.53777	3202	2015	0.000264291	0.000264291
0.112339	0.200651	37	1640	4.70635E-28	4.70635E-28
3.14459	-4.35136	8	5	0.00235201	0.00235201
3.9703	-1.81441	43	40	0.00616435	0.00616435
2.35953	-1.49714	176	953	0.00173181	0.00173181
1.18216E-05	-4.58266	96	1582	8.00878E-41	8.00878E-41
0.436915	-2.71184	1091	66	2.12275E-17	2.12275E-17
0.014127	-1.60245	930	7086	9.78763E-06	9.78763E-06
0.400982	1.41528	92	4	0.00967928	0.00967928
0.0553705	-2.92232	668	196	1.74362E-63	1.74362E-63
3.93022	1.52827	439	1276	0.000261472	0.000261472
0.010723	-0.248299	19	171	3.59057E-18	3.59057E-18
1.67933	-4.05175	11	5	0.000190319	0.000190319
2.31082	2.49538	1098	219	0.00121402	0.00121402
0.379365	-0.461111	126	99	0.00612611	0.00612611
0.772617	-4.24685	125	358	7.29793E-06	7.29793E-06
0.599542	-3.66902	563	1639	4.47125E-06	4.47125E-06
0.32796	2.68986	15	270	7.87864E-20	7.87864E-20
0.76027	2.1318	23	189	2.88239E-07	2.88239E-07
0.079885	0.57161	337	781	4.09294E-08	4.09294E-08
1.37547	-0.234338	1662	402	0.000388877	0.000388877
0.0194181	4.59009	191	57	6.82034E-47	6.82032E-47
1.97571	0.201678	15	73	0.0100796	0.0100796
2.16888	4.24414	33	8	0.00775565	0.00775565
0.317079	2.62584	26	57	5.197E-09	5.197E-09
2.7002	-1.95335	4	7	0.0663559	0.0663559
0.443083	2.55986	63	7	0.0747305	0.0747305
0.433286	2.61519	51	43	4.75167E-05	4.75167E-05
0.0119209	-0.0983125	4037	96	3.51954E-173	3.51954E-173
0.6967	-3.10902	2	13	0.126074	0.126074
0.0545916	3.74444	78	168	7.092E-64	7.092E-64
1.4938	-2.15945	91	235	0.00305423	0.00305423
2.0126	-0.213085	80	233	0.00391903	0.00391903
0.00665003	-3.81727	10	8	1.09387E-12	1.06014E-12
2.60234	-2.16636	12	147	0.0213317	0.0213317
0.154434	-4.47226	280	33	9.28687E-55	9.28687E-55
0.0765664	-4.03098	155	57	1.50796E-58	1.50796E-58
3.83031	0.869697	35	53	0.00775584	0.00775584
1.1496	-3.74583	20	133	0.00522283	0.00522283
0.0712479	-0.856094	160	138	4.80613E-05	4.80613E-05
2.11636	-0.287873	642	421	0.000956679	0.000956679
2.21056	-3.71091	90	207	0.000666216	0.000666216
0.0295807	-2.41157	66	22	1.80753E-35	1.80753E-35
1.72743	1.57052	32	45	0.00570448	0.00570448
2.75516	-3.2244	106	186	0.000989785	0.000989785
0.499011	1.59194	198	5	0.00314778	0.00314778
0.041879	-4.51786	2	25	0.0335384	0.0329066
0.662419	0.369743	300	257	0.00340274	0.00340274
3.34308	-2.08457	391	160	0.000510314	0.000510314
0.538354	3.81003	173	18	0.0046054	0.0046054
0.385551	-0.996041	2	15	0.112931	0.112931
1.41168	-4.02102	24	8	1.11983E-05	1.11983E-05
0.729353	-2.49239	6	16	0.0308865	0.0308865
3.46287	-1.1723	211	82	0.0018973	0.0018973
0.320852	-3.57504	161	28	1.5149E-19	1.5149E-19
0.709125	3.98831	4	13	1.38067E-07	1.38067E-07
2.99495	3.39439	15	262	2.54702E-05	2.54702E-05
0.0132612	-4.58542	25	103	4.58127E-23	4.30293E-23
1.91721	-2.91631	3	53	0.0920783	0.0920789
0.358225	0.461617	444	1179	0.00011724	0.00011724
2.38741	-1.43981	628	60	0.000235186	0.000235186
3.71892	3.63979	8	27	0.0014903	0.0014903
0.0055849	-2.88232	126	129	6.41644E-75	6.41644E-75
0.605107	4.16192	32	246	1.26831E-15	1.26831E-15
0.504659	-2.38114	3	4	0.0356964	0.0356964
0.00198505	2.56527	4	5	0.000177138	0.000177136
0.693035	-3.80545	4	7	0.00193935	0.00193935
1.77099	-4.44245	6819	841	2.33656E-09	2.33656E-09
1.39449	3.36466	76	8	0.0308253	0.0308253
0.127136	-0.571521	10	10	0.0843969	0.0843969
0.515691	0.261278	72	3	0.000455913	0.000455913
2.97024	3.4461	2648	495	0.000327907	0.000327907
0.140931	-2.6442	53	39	2.41533E-12	2.41533E-12
2.07122	2.73953	214	11	0.0254483	0.0254483
0.513367	2.5667	10	61	8.01005E-09	8.01005E-09
0.959443	-3.27417	2330	480	4.88613E-09	4.88613E-09
0.190902	4.33209	96	275	1.72957E-33	1.72957E-33
3.88486	1.3055	87	2282	0.000163849	0.000163849
